"fdc_id","description","Calories","Carbohydrate","Protein","Fats","Sugars","sugar_was_estimated"
172407,"Chicken, capons, meat and skin and giblets and neck, cooked, roasted",946,0.04,28.35,11.67,0.04,TRUE
172408,"Duck, domesticated, meat and skin, raw",1690,0,11.49,39.34,0,FALSE
172409,"Duck, domesticated, meat and skin, cooked, roasted",1410,0,18.99,28.35,0,FALSE
172410,"Duck, domesticated, meat only, raw",566,0.94,18.28,5.95,0.94,TRUE
172411,"Duck, domesticated, meat only, cooked, roasted",841,0,23.48,11.2,0,FALSE
172412,"Goose, domesticated, meat and skin, cooked, roasted",305,0,25.16,21.92,0,FALSE
172413,"Goose, domesticated, meat only, raw",161,0,22.75,7.13,0,FALSE
172414,"Goose, domesticated, meat only, cooked, roasted",238,0,28.97,12.67,0,FALSE
172415,"Goose, liver, raw",133,6.32,16.37,4.28,4.74,TRUE
172416,"Guinea hen, meat and skin, raw",158,0,23.4,6.45,0,FALSE
172417,"Pheasant, leg, meat only, raw",561,0,22.2,4.3,0,FALSE
172418,"Quail, meat and skin, raw",192,0,19.63,12.05,0,FALSE
172419,"Quail, meat only, raw",134,0,21.76,4.53,0,FALSE
172420,"Lentils, raw",352,63.35,24.63,1.06,2.03,FALSE
172421,"Lentils, mature seeds, cooked, boiled, without salt",487,20.13,9.02,0.38,1.8,FALSE
172422,"Lima beans, thin seeded (baby), mature seeds, cooked, boiled, without salt",126,23.31,8.04,0.38,9.32,TRUE
172423,"Lupins, mature seeds, raw",371,40.37,36.17,9.74,8.07,TRUE
172424,"Lupins, mature seeds, cooked, boiled, without salt",497,9.88,15.57,2.92,7.41,TRUE
172425,"Mothbeans, mature seeds, raw",343,61.52,22.94,1.61,12.3,TRUE
172426,"Mothbeans, mature seeds, cooked, boiled, without salt",490,20.96,7.81,0.55,8.38,TRUE
172427,"Mungo beans, mature seeds, cooked, boiled, without salt",105,18.34,7.54,0.55,2.01,FALSE
172428,"Peas, green, split, mature seeds, raw",364,61.63,23.12,3.89,3.14,FALSE
172429,"Peas, split, mature seeds, cooked, boiled, without salt",494,21.1,8.34,0.39,2.9,FALSE
172430,"Peanuts, all types, raw",2374,16.13,25.8,49.24,4.72,FALSE
172431,"Peanuts, spanish, oil-roasted, with salt",579,17.45,28.01,49.04,6.98,TRUE
172432,"Peanuts, valencia, raw",2385,20.91,25.09,47.58,8.36,TRUE
172433,"Peanuts, valencia, oil-roasted, with salt",2464,16.3,27.04,51.24,6.52,TRUE
172434,"Peanuts, virginia, raw",2356,16.54,25.19,48.75,3.95,FALSE
172435,"Peanut flour, low fat",428,31.27,33.8,21.9,6.25,TRUE
172436,"Pigeon peas (red gram), mature seeds, raw",343,62.78,21.7,1.49,12.56,TRUE
172437,"Pigeon peas (red gram), mature seeds, cooked, boiled, without salt",506,23.25,6.76,0.38,9.3,TRUE
172438,"Refried beans, canned, traditional style",379,13.55,4.98,2.01,0.54,FALSE
172439,"Bacon, meatless",1294,5.31,11.69,29.52,3.98,TRUE
172440,"Soybeans, mature seeds, roasted, salted",1964,30.22,38.55,25.4,4.2,FALSE
172441,"Soybeans, mature seeds, dry roasted",1880,28.98,43.32,21.62,11.59,TRUE
172442,"Miso",828,25.37,12.79,6.01,6.2,FALSE
172443,"Natto",211,12.68,19.4,11,4.89,FALSE
172444,"Soy flour, low-fat",372,30.63,49.81,8.9,9.33,FALSE
172445,"Soy meal, defatted, raw",337,35.89,49.2,2.39,7.18,TRUE
172446,"Soymilk, original and vanilla, unfortified",54,6.28,3.27,1.75,3.99,FALSE
172447,"Soy protein concentrate, produced by alcohol extraction",328,25.41,63.63,0.46,20,FALSE
172448,"Tofu, firm, prepared with calcium sulfate and magnesium chloride (nigari)",326,2.85,9.04,4.17,0.6,FALSE
172449,"Tofu, soft, prepared with calcium sulfate and magnesium chloride (nigari)",253,1.18,7.17,3.69,0.7,FALSE
172450,"Tofu, dried-frozen (koyadofu)",477,10.03,52.47,30.34,4.01,TRUE
172451,"Tofu, fried",270,8.86,18.82,20.18,2.72,FALSE
172452,"Okara",320,12.23,3.52,1.73,4.89,TRUE
172453,"Winged beans, mature seeds, cooked, boiled, without salt",147,14.94,10.62,5.84,5.98,TRUE
172454,"Hummus, home prepared",177,20.12,4.86,8.59,0.27,FALSE
172455,"Falafel, home-prepared",1393,31.84,13.31,17.8,6.37,TRUE
172456,"Soymilk, original and vanilla, with added calcium, vitamins A and D",43,4.92,2.6,1.47,3.65,FALSE
172457,"Peanut spread, reduced sugar",650,14.23,24.8,54.89,6.35,FALSE
172458,"Peanut butter, smooth, reduced fat",520,35.65,25.9,34,9.28,FALSE
172459,"Peanut butter, smooth, vitamin and mineral fortified",2472,18.75,25.72,50.81,10.47,FALSE
172460,"Peanut butter, chunky, vitamin and mineral fortified",2482,17.69,26.06,51.47,10.94,FALSE
172461,"MORI-NU, Tofu, silken, firm",259,2.4,6.9,2.7,1.27,FALSE
172462,"MORI-NU, Tofu, silken, extra firm",55,2,7.4,1.9,0.99,FALSE
172463,"MORI-NU, Tofu, silken, lite firm",155,1.1,6.3,0.8,0.45,FALSE
172464,"MORI-NU, Tofu, silken, lite extra firm",159,1,7,0.7,0.42,FALSE
172465,"Refried beans, canned, fat-free",332,13.5,5.34,0.45,0.61,FALSE
172466,"Frijoles rojos volteados (Refried beans, red, canned)",144,15.47,5,6.93,2.47,FALSE
172467,"Tempeh, cooked",817,7.62,19.91,11.38,5.72,TRUE
172468,"Vitasoy USA, Nasoya Lite Firm Tofu",54,1.3,8.3,1.7,0.2,FALSE
172469,"Peanut butter, chunk style, without salt",2464,21.57,24.06,49.94,8.41,FALSE
172470,"Peanut butter, smooth style, without salt",598,22.31,22.21,51.36,10.49,FALSE
172471,"Peanut butter with omega-3, creamy",2542,17,24.47,54.17,3.11,FALSE
172472,"Pigeon peas (red gram), mature seeds, cooked, boiled, with salt",121,23.25,6.76,0.38,9.3,TRUE
172473,"Soy sauce made from soy and wheat (shoyu), low sodium",237,5.59,9.05,0.3,0.5,FALSE
172474,"Soy sauce, reduced sodium, made from hydrolyzed vegetable protein",375,14.44,8.19,0.31,5.63,FALSE
172475,"Tofu, raw, firm, prepared with calcium sulfate",603,2.78,17.27,8.72,2.08,TRUE
172476,"Tofu, raw, regular, prepared with calcium sulfate",76,1.87,8.08,4.78,0.62,FALSE
172477,"Winged beans, mature seeds, cooked, boiled, with salt",615,14.94,10.62,5.84,5.98,TRUE
172478,"Veal, Australian, rib, rib roast, separable lean only, raw",134,1.4,21.7,4.63,1.4,TRUE
172479,"Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4"" fat, choice, raw",1117,0,16.88,21.59,0,FALSE
172480,"Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4"" fat, choice, cooked",294,0,24.52,20.94,0,FALSE
172481,"Lamb, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, raw",841,0,18.91,13.38,0,FALSE
172482,"Lamb, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",243,0,28.37,13.46,0,FALSE
172483,"Lamb, foreshank, separable lean only, trimmed to 1/4"" fat, choice, raw",120,0,21.08,3.29,0,FALSE
172484,"Lamb, foreshank, separable lean only, trimmed to 1/4"" fat, choice, cooked, braised",187,0,31.01,6.02,0,FALSE
172485,"Lamb, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",225,0,26.41,12.45,0,FALSE
172486,"Lamb, leg, shank half, separable lean only, trimmed to 1/4"" fat, choice, raw",523,0,20.52,4.19,0,FALSE
172487,"Lamb, leg, shank half, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",753,0,28.17,6.67,0,FALSE
172488,"Lamb, leg, sirloin half, separable lean and fat, trimmed to 1/4"" fat, choice, raw",272,0,16.94,22.11,0,FALSE
172489,"Lamb, loin, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",1322,0,25.17,23.08,0,FALSE
172490,"Lamb, loin, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",1293,0,22.55,23.59,0,FALSE
172491,"Lamb, loin, separable lean only, trimmed to 1/4"" fat, choice, raw",143,0,20.88,5.94,0,FALSE
172492,"Lamb, loin, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",216,0,29.99,9.73,0,FALSE
172493,"Lamb, rib, separable lean only, trimmed to 1/4"" fat, choice, raw",169,0,19.98,9.23,0,FALSE
172494,"Lamb, rib, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",235,0,27.74,12.95,0,FALSE
172495,"Lamb, rib, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",971,0,26.16,13.31,0,FALSE
172496,"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, raw",1105,0,16.58,21.45,0,FALSE
172497,"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",344,0,28.68,24.55,0,FALSE
172498,"Lamb, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",879,0,27.12,10.5,0,FALSE
172499,"Lamb, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",204,0,24.94,10.77,0,FALSE
172500,"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/4"" fat, choice, raw",260,0,16.79,20.9,0,FALSE
172501,"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",346,0,30.39,24,0,FALSE
172502,"Lamb, shoulder, arm, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",837,0,27.71,9.02,0,FALSE
172503,"Lamb, shoulder, arm, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",803,0,25.46,9.26,0,FALSE
172504,"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/4"" fat, choice, raw",259,0,16.63,20.86,0,FALSE
172505,"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",1443,0,28.51,24.73,0,FALSE
172506,"Lamb, shoulder, blade, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",883,0,25.48,11.32,0,FALSE
172507,"Lamb, shoulder, blade, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",874,0,24.61,11.57,0,FALSE
172508,"Lamb, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, raw",134,0,20.21,5.28,0,FALSE
172509,"Lamb, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, cooked, braised",933,0,33.69,8.8,0,FALSE
172510,"Lamb, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, cooked, broiled",778,0,28.08,7.33,0,FALSE
172511,"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable fat, raw",2678,0,6.92,67.63,0,FALSE
172512,"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable fat, cooked",2452,0,9.72,60.39,0,FALSE
172513,"Lamb, New Zealand, imported, fore-shank, separable lean and fat, raw",766,0.09,20.09,11.38,0.09,TRUE
172514,"Lamb, New Zealand, imported, fore-shank, separable lean and fat, cooked, braised",256,0.03,30.35,14.99,0.03,TRUE
172515,"Lamb, New Zealand, imported, leg chop/steak, bone-in, separable lean only, raw",126,0,21.1,4.64,0,FALSE
172516,"Lamb, New Zealand, imported, frozen, leg, whole (shank and sirloin), separable lean only, cooked, roasted",181,0,27.68,7.01,0,FALSE
172517,"Lamb, New Zealand, imported, loin chop, separable lean and fat, raw",1248,0.22,15.4,26.19,0.22,TRUE
172518,"Game meat, muskrat, raw",162,0,20.76,8.1,0,FALSE
172519,"Game meat, muskrat, cooked, roasted",979,0,30.09,11.74,0,FALSE
172520,"Game meat, opossum, cooked, roasted",925,0,30.2,10.2,0,FALSE
172521,"Game meat, rabbit, domesticated, composite of cuts, raw",569,0,20.05,5.55,0,FALSE
172522,"Game meat, rabbit, domesticated, composite of cuts, cooked, roasted",197,0,29.06,8.05,0,FALSE
172523,"Game meat, squirrel, raw",502,0,21.23,3.21,0,FALSE
172524,"Game meat, squirrel, cooked, roasted",173,0,30.77,4.69,0,FALSE
172525,"Lamb, variety meats and by-products, brain, raw",122,0,10.4,8.58,0,FALSE
172526,"Lamb, variety meats and by-products, brain, cooked, braised",145,0,12.55,10.17,0,FALSE
172527,"Lamb, variety meats and by-products, heart, raw",122,0.21,16.47,5.68,0.21,TRUE
172528,"Lamb, variety meats and by-products, heart, cooked, braised",185,1.93,24.97,7.91,1.93,TRUE
172529,"Veal, variety meats and by-products, heart, raw",110,0.08,17.18,3.98,0.08,TRUE
172530,"Veal, variety meats and by-products, heart, cooked, braised",778,0.13,29.12,6.75,0.13,TRUE
172531,"Lamb, variety meats and by-products, liver, raw",582,1.78,20.38,5.02,1.78,TRUE
172532,"Lamb, variety meats and by-products, liver, cooked, braised",920,2.53,30.57,8.81,1.9,TRUE
172533,"Lamb, variety meats and by-products, liver, cooked, pan-fried",996,3.78,25.53,12.65,2.84,TRUE
172534,"Veal, variety meats and by-products, liver, raw",586,2.91,19.93,4.85,2.18,TRUE
172535,"Veal, variety meats and by-products, liver, cooked, braised",805,3.77,28.42,6.26,2.83,TRUE
172536,"Veal, variety meats and by-products, lungs, cooked, braised",435,0,18.74,2.64,0,FALSE
172537,"Lamb, variety meats and by-products, mechanically separated, raw",1155,0,14.97,23.54,0,FALSE
172538,"Lamb, variety meats and by-products, pancreas, raw",636,0,14.84,9.82,0,FALSE
172539,"Lamb, variety meats and by-products, pancreas, cooked, braised",234,0,22.83,15.12,0,FALSE
172540,"Veal, variety meats and by-products, spleen, raw",98,0,18.3,2.2,0,FALSE
172541,"Veal, variety meats and by-products, spleen, cooked, braised",540,0,24.08,2.89,0,FALSE
172542,"Veal, variety meats and by-products, thymus, raw",101,0,17.21,3.07,0,FALSE
172543,"Veal, variety meats and by-products, thymus, cooked, braised",125,0,22.67,3.11,0,FALSE
172544,"Lamb, ground, cooked, broiled",283,0,24.75,19.65,0,FALSE
172545,"Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, raw",243,0,17.54,18.66,0,FALSE
172546,"Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, cooked",1134,0,25.51,18.01,0,FALSE
172547,"Lamb, foreshank, separable lean and fat, trimmed to 1/8"" fat, choice, raw",841,0,18.91,13.38,0,FALSE
172548,"Lamb, leg, shank half, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",217,0,26.73,11.4,0,FALSE
172549,"Lamb, leg, sirloin half, separable lean and fat, trimmed to 1/8"" fat, choice, raw",1092,0,17.21,20.8,0,FALSE
172550,"Lamb, leg, sirloin half, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",1188,0,24.95,19.67,0,FALSE
172551,"Lamb, loin, separable lean and fat, trimmed to 1/8"" fat, choice, raw",1167,0,17.18,22.75,0,FALSE
172552,"Lamb, rib, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",1427,0,21.82,27.53,0,FALSE
172553,"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, choice, raw",1021,0,17.07,18.96,0,FALSE
172554,"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",338,0,29.46,23.57,0,FALSE
172555,"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",268,0,23.84,18.39,0,FALSE
172556,"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, choice, raw",244,0,17.01,18.97,0,FALSE
172557,"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",339,0,28.92,23.88,0,FALSE
172558,"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",267,0,23.48,18.5,0,FALSE
172559,"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",270,0,22.62,19.19,0,FALSE
172560,"Lamb, New Zealand, imported, frozen, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8"" fat, raw",201,0,18.76,13.37,0,FALSE
172561,"Lamb, New Zealand, imported, frozen, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8"" fat, cooked, roasted",979,0,25.34,13.95,0,FALSE
172562,"Lamb, New Zealand, imported, frozen, loin, separable lean and fat, trimmed to 1/8"" fat, raw",273,0,17.18,22.1,0,FALSE
172563,"Lamb, New Zealand, imported, frozen, loin, separable lean and fat, trimmed to 1/8"" fat, cooked, broiled",296,0,24.41,21.28,0,FALSE
172564,"Game meat, bison, top sirloin, separable lean only, trimmed to 0"" fat, raw",113,0,21.4,2.4,0,FALSE
172565,"Game meat, bison, ribeye, separable lean only, trimmed to 0"" fat, raw",116,0,22.1,2.4,0,FALSE
172566,"Game meat, bison, shoulder clod, separable lean only, trimmed to 0"" fat, raw",109,0,21.1,2.1,0,FALSE
172567,"Veal, breast, separable fat, cooked",521,0,9.4,53.35,0,FALSE
172568,"Veal, shank (fore and hind), separable lean and fat, raw",473,0,19.15,3.48,0,FALSE
172569,"Veal, shank (fore and hind), separable lean and fat, cooked, braised",799,0,31.54,6.2,0,FALSE
172570,"Veal, shank (fore and hind), separable lean only, raw",108,0,19.28,2.83,0,FALSE
172571,"Veal, shank (fore and hind), separable lean only, cooked, braised",741,0,32.22,4.33,0,FALSE
172572,"Lamb, Australian, imported, fresh, separable fat, raw",2711,0,6.27,68.87,0,FALSE
172573,"Lamb, Australian, imported, fresh, separable fat, cooked",2674,0,9.42,66.4,0,FALSE
172574,"Lamb, Australian, imported, fresh, foreshank, separable lean and fat, trimmed to 1/8"" fat, raw",816,0,18.85,12.68,0,FALSE
172575,"Lamb, Australian, imported, fresh, foreshank, separable lean and fat, trimmed to 1/8"" fat, cooked, braised",987,0,24.78,14.44,0,FALSE
172576,"Lamb, Australian, imported, fresh, leg, whole (shank and sirloin), separable lean only, trimmed to 1/8"" fat, raw",135,0,20.46,5.23,0,FALSE
172577,"Lamb, Australian, imported, fresh, leg, whole (shank and sirloin), separable lean only, trimmed to 1/8"" fat, cooked, roasted",795,0,27.31,8.1,0,FALSE
172578,"Lamb, Australian, imported, fresh, leg, shank half, separable lean and fat, trimmed to 1/8"" fat, raw",201,0,18.59,13.48,0,FALSE
172579,"Lamb, Australian, imported, fresh, leg, shank half, separable lean and fat, trimmed to 1/8"" fat, cooked, roasted",967,0,25.25,13.69,0,FALSE
172580,"Lamb, Australian, imported, fresh, leg, shank half, separable lean only, trimmed to 1/8"" fat, raw",556,0,20.45,5.1,0,FALSE
172581,"Lamb, Australian, imported, fresh, leg, sirloin half, boneless, separable lean only, trimmed to 1/8"" fat, cooked, roasted",900,0,27.75,10.65,0,FALSE
172582,"Lamb, Australian, imported, fresh, leg, sirloin chops, boneless, separable lean and fat, trimmed to 1/8"" fat, raw",870,0,18.33,14.38,0,FALSE
172583,"Lamb, Australian, imported, fresh, leg, sirloin chops, boneless, separable lean and fat, trimmed to 1/8"" fat, cooked, broiled",235,0,25.75,13.83,0,FALSE
172584,"Lamb, Australian, imported, fresh, leg, sirloin chops, boneless, separable lean only, trimmed to 1/8"" fat, raw",552,0,20.43,4.91,0,FALSE
172585,"Lamb, Australian, imported, fresh, leg, center slice, bone-in, separable lean only, trimmed to 1/8"" fat, cooked, broiled",183,0,26.75,7.68,0,FALSE
172586,"Lamb, Australian, imported, fresh, loin, separable lean and fat, trimmed to 1/8"" fat, raw",203,0,19.32,13.38,0,FALSE
172587,"Lamb, Australian, imported, fresh, loin, separable lean and fat, trimmed to 1/8"" fat, cooked, broiled",219,0,25.49,12.25,0,FALSE
172588,"Lamb, Australian, imported, fresh, loin, separable lean only, trimmed to 1/8"" fat, raw",146,0,21,6.24,0,FALSE
172589,"Lamb, Australian, imported, fresh, rib chop, frenched, bone-in, separable lean only, trimmed to 1/8"" fat, cooked, grilled",978,0,32.16,11.68,0,FALSE
172590,"Lamb, Australian, imported, fresh, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, raw",1071,0,16.68,20.47,0,FALSE
172591,"Lamb, Australian, imported, fresh, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, cooked",1238,0,23.58,21.65,0,FALSE
172592,"Lamb, Australian, imported, fresh, shoulder, whole (arm and blade), separable lean only,   trimmed to 1/8"" fat, raw",155,0,19.36,8.01,0,FALSE
172593,"Lamb, Australian, imported, fresh, shoulder, whole (arm and blade), separable lean only, trimmed to 1/8"" fat, cooked",975,0,26.18,13.44,0,FALSE
172594,"Lamb, Australian, imported, fresh, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, raw",262,0,16.48,21.28,0,FALSE
172595,"Lamb, Australian, imported, fresh, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, cooked, broiled",291,0,21.71,22.03,0,FALSE
172596,"Lamb, Australian, imported, fresh, shoulder, blade, separable lean only, trimmed to 1/8"" fat, raw",164,0,19.1,9.09,0,FALSE
172597,"Lamb, Australian, imported, fresh, shoulder ,blade, separable lean only, trimmed to 1/8"" fat, cooked, broiled",967,0,23.83,14.38,0,FALSE
172598,"Game meat, bison, chuck, shoulder clod, separable lean only, raw",496,0,21.12,3.15,0,FALSE
172599,"Game meat, bison, ribeye, separable lean only, 1"" steak, cooked, broiled",177,0,29.45,5.67,0,FALSE
172600,"Game meat, bison, top round, separable lean only, 1"" steak, cooked, broiled",174,0,30.18,4.96,0,FALSE
172601,"Game meat, bison, top round, separable lean only, 1"" steak, raw",508,0,23.32,2.43,0,FALSE
172602,"Game meat, deer, ground, raw",157,0,21.78,7.13,0,FALSE
172603,"Game meat, deer, ground, cooked, pan-broiled",783,0,26.45,8.22,0,FALSE
172604,"Game meat, deer, loin, separable lean only, 1"" steak, cooked, broiled",629,0,30.2,2.38,0,FALSE
